,Resp_wave,ACCVert,ACCLat,ACCLong,Jerk
-4.4399999999999995,503.8888948717949,-849.3337999998172,-363.3331000000914,264.0839749997486,10.522201787722592
-4.4,504.91453589743355,-848.6662000001686,-369.66620000016866,254.50017499993677,10.296754132363295
-4.359999999999999,505.0,-846.6662000001509,-371.08292500013204,256.91707499986796,10.11441962430958
-4.32,505.965817948716,-848.6668999999316,-361.66620000013666,250.0,9.94055459044167
-4.279999999999999,506.9914589743574,-850.0,-366.66689999994054,249.66689999994054,10.03172979042276
-4.24,509.03411253196685,-848.6987317074111,-370.34936585370554,254.0,9.908695109053774
-4.199999999999999,511.1607076923067,-843.5668999999821,-360.5668999999821,254.0,9.92438533481072
-4.16,515.1974538461534,-848.5668999999892,-368.43310000001077,262.13379999997846,9.910860889431872
-4.119999999999999,518.2743769230694,-842.4331000000142,-370.5668999999858,254.0,10.121665378157067
-4.08,521.3512999999934,-839.425175000004,-370.4330999999948,256.0079249999909,10.539873719126847
-4.039999999999999,524.4282230769176,-845.6910250001514,-367.0,250.86620000011013,10.437277278453683
-4.0,527.6735282051221,-843.4331000000925,-366.94102500025434,257.0,10.014112105411867
-3.960000000000001,531.5805805626567,-842.4331000000853,-375.94277499959446,250.43310000008537,10.158159758378144
-3.92,534.4341999999996,-853.5331000000509,-374.4668999999491,257.0,10.943757801593252
-3.880000000000001,536.4733449999992,-844.5331000000438,-368.4668999999562,254.43292500007666,10.905556713297782
-3.84,538.2427410256391,-844.4668999999651,-365.18467499979914,261.93379999993016,10.961401576708168
-3.8000000000000007,539.0,-840.4660250000766,-367.9329250000487,260.46689999997216,11.144156263354482
-3.76,539.0,-846.9337999999622,-370.5331000000189,256.64982500001423,10.779392991075463
-3.7200000000000006,538.6803358974367,-854.0,-375.4668999999882,257.0,9.531823204008603
-3.6799999999999997,537.3093897435907,-846.0,-372.46689999995345,261.0,8.873772183032491
-3.6400000000000006,534.8900076726374,-839.533100000011,-363.0,255.95470000004036,9.080040220008648
-3.5999999999999996,531.817930769237,-842.6331000000466,-365.7337999999067,261.0,9.212552777430538
-3.5600000000000005,528.741007692313,-849.6331000000396,-370.6331000000396,256.7248250000297,9.356075577439608
-3.5199999999999996,525.2187794871852,-843.3668999999693,-368.26620000006136,255.025174999977,9.420985996803127
-3.4800000000000004,521.5871615384649,-842.0,-369.85792500004123,252.36689999997643,9.529178948994813
-3.4399999999999995,518.0136512820543,-854.9927749999302,-366.3668999999853,259.2589749999596,9.120115760024563
-3.4000000000000004,514.4333153846168,-839.2751749999943,-363.3668999999924,246.73379999998485,8.997878421351755
-3.3599999999999994,511.9042615384617,-847.3669000000014,-372.97482499999904,254.60792499999772,9.21344499057479
-3.3200000000000003,509.2838695652206,-842.0,-374.96707499986053,251.7331000000797,9.627619780450418
-3.2799999999999994,506.80682564102904,-847.9839749998052,-360.8006999997875,256.4501749999469,9.713597131126525
-3.24,504.786655000002,-850.2668999999363,-371.4670749998885,254.0,9.864951502452241
-3.1999999999999993,502.75554358974443,-841.0498250000411,-364.26689999994517,250.0,9.341916839039133
-3.16,501.3521307692309,-845.4662000000955,-367.0,258.76602500013126,9.147328839544812
-3.119999999999999,500.3264897435915,-845.2668999999612,-367.0,254.0,9.28578484852615
-3.08,499.30084871795106,-842.5337999999365,-370.73310000003175,253.73310000003173,10.465905374919023
-3.039999999999999,499.0,-841.0498250000171,-371.0,252.73310000002286,10.97014948288197
-3.0,498.251485933505,-847.4993000001268,-372.3748250000317,253.20792500007397,11.784730176935982
-2.960000000000001,498.0,-839.0,-363.83310000009675,250.83310000009675,11.69078939014286
-2.92,497.2008487179491,-845.8331000000832,-362.8331000000831,253.83310000008314,11.133125871543642
-2.880000000000001,497.0,-839.8751749999394,-369.8331000000808,252.83310000008078,10.573445685632622
-2.84,497.0,-846.0,-362.66620000014376,255.3748250000539,9.810662177294377
-2.8000000000000007,497.0,-849.1668999999353,-361.49930000019435,251.45792500011336,9.714233608362752
-2.76,496.09828461538655,-841.8748250000419,-359.3337999998882,254.0,10.083238173660709
-2.7200000000000006,496.92498465473045,-842.0,-363.0,250.0,10.401055494704062
-2.6799999999999997,496.04956666666726,-844.8450666664819,-364.42253333324095,248.84506666648196,10.060800065636405
-2.6400000000000006,496.9760743589741,-850.0,-361.48826666675666,250.0,9.850249086208182
-2.5999999999999996,497.0,-848.1337999998328,-363.0,254.0,9.525565829426002
-2.5600000000000005,497.0,-849.866200000153,-367.0,250.0668999999235,8.768595322010812
-2.5199999999999996,497.0273564102548,-842.0,-365.1337999998648,250.0,8.646198971025983
